IV1,IV2,DV
2,1935,13.0
2,724,10.5
0,1054,11.5
0,1121,9.0
0,676,14.6
3,419,6.3
11,1456,7.9
2,1073,9.3
0,212,7.5
4,1205,6.7
0,709,6.9
1,1014,10.6
13,1036,11.6
2,339,6.1
0,923,9.0
0,658,9.6
10,2441,13.0
20,2390,12.8
0,205,8.0
9,1360,8.8
19,2468,11.6
7,2288,13.8
4,754,14.2
0,519,9.1
2,558,6.6
7,1464,12.5
8,2219,14.7
9,1039,9.0
6,1501,11.8
2,1143,5.9
11,1872,13.1
7,987,11.4
0,905,8.4
0,238,6.3
12,1789,12.4
6,518,9.2
0,973,5.9
7,392,6.2
0,1387,10.9
0,2087,14.3
12,1763,14.4
1,1960,12.3
8,839,10.7
2,803,7.8
10,726,9.4
7,216,6.2
0,991,14.3
2,420,12.1
0,1189,10.7
3,852,6.9
14,2703,13.0
1,514,13.3
1,961,13.9
9,1374,9.5
2,1578,14.5
6,1242,12.2
9,1675,10.9
0,681,7.5
2,1428,13.7
4,1090,7.4
0,717,13.1
3,1720,11.7
0,877,8.3
12,193,5.4
16,1625,8.9
14,879,5.3
14,431,6.5
24,3225,15.0
0,559,14.6
4,830,8.7
19,2366,12.7
9,1220,14.0
3,2979,13.9
7,1504,14.8
2,2416,14.4
6,1438,12.1
15,970,6.6
14,2355,14.8
9,3034,14.9
2,993,7.9
9,1855,11.3
10,461,6.1
0,511,6.5
14,2479,15.0
8,1569,14.5
4,2005,11.4
0,1189,10.0
21,1287,7.4
5,1546,12.9
9,829,8.6
5,1535,12.9
3,679,8.0
1,653,9.4
6,1337,11.5
2,1605,12.7
19,2198,13.6
0,415,10.4
0,1411,8.8
0,583,9.4
1,1826,10.4
6,574,9.2
10,1386,13.7
13,1818,10.0
0,849,6.0
4,1454,11.2
2,1230,13.7
9,2012,13.7
2,935,8.9
8,2792,13.2
10,1181,10.9
8,1344,7.8
3,708,10.3
2,507,8.5
9,758,5.5
2,1779,9.3
0,490,11.6
12,358,6.0
1,392,5.4
3,1064,8.2
18,1194,7.7
5,1854,10.2
0,1002,5.2
0,436,14.7
12,2211,15.0
5,853,6.7
5,930,7.3
2,1011,13.4
0,1414,10.5
1,1112,14.9
3,996,6.6
0,775,8.0
2,1059,14.5
9,1858,12.7
7,1970,12.6
10,515,5.6
15,1600,8.8
3,514,9.5
0,2617,13.6
14,1903,11.6
3,488,10.7
2,615,7.1
1,630,9.1
9,1594,12.1
0,333,9.9
0,625,11.0
12,1133,9.0
7,1100,7.3
5,874,9.9
9,946,5.6
8,1611,13.1
10,1511,10.0
12,387,6.3
9,361,5.4
0,307,10.6
1,852,6.3
11,1312,7.7
0,837,7.7
3,604,7.9
17,1218,5.9
12,1115,7.1
10,748,5.6
6,871,7.3
7,525,5.7
9,1583,12.1
0,383,5.5
1,872,6.4
3,1228,11.8
0,1529,12.0
2,1004,13.2
2,894,8.2
14,1779,9.5
7,1016,8.4
2,1063,6.3
0,1191,8.1
22,2423,11.6
1,1244,14.0
6,1063,11.2
7,1772,14.1
0,326,6.9
18,2457,11.7
1,480,6.6
18,1330,8.1
9,1528,8.6
9,1785,9.7
3,508,9.7
11,1167,6.6
3,876,11.4
1,1084,13.9
12,2553,14.5
13,974,6.3
2,1209,9.5
2,1095,8.6
16,815,8.1
5,1536,13.3
2,1565,8.3
7,1418,8.4
0,1002,6.4
4,599,11.1
10,1218,6.9
1,740,6.5
4,1895,14.5
2,987,7.4
3,1444,10.4
7,624,6.9
12,1201,9.5
12,1693,9.3
9,1630,13.3
3,1864,14.9
4,645,8.3
1,764,14.0
0,703,8.8
4,603,6.1
0,729,8.6
5,2343,14.6
13,1304,9.1
1,944,7.2
2,1098,15.0
1,1428,7.8
0,805,12.1
14,420,6.0
5,678,6.1
20,1029,6.7
11,978,5.1
10,492,5.3
7,575,5.7
2,759,8.9
0,646,14.8
14,2455,14.9
3,568,11.4
2,432,6.0
14,1623,9.5
20,1848,11.7
0,586,9.7
0,1018,13.7
7,2696,14.8
9,1340,14.1
16,117,5.0
5,825,8.4
2,248,6.2
1,521,6.3
9,791,6.4
6,1456,12.3
3,948,8.4
4,2025,13.2
1,1202,6.6
1,1142,6.7
1,814,13.2
8,675,7.7
3,1271,14.4
3,1850,14.7
2,1873,15.0
7,610,5.8
1,1142,8.2
0,1768,10.6
14,882,5.3
6,343,5.1
0,909,7.3
3,852,8.8
2,796,5.3
0,1783,11.7
2,744,10.1
5,386,6.3
2,1277,13.9
1,614,10.3
2,795,11.3
15,1240,9.6
3,1166,9.2
1,816,11.6
0,925,13.4
18,1102,5.6
22,1967,9.1
2,394,5.2
12,941,7.5
2,1103,8.3
7,1025,12.1
13,674,6.7
0,1261,10.8
15,781,7.5
0,629,5.9
6,1831,9.4
1,662,11.0
17,2286,12.1
10,811,7.7
0,225,5.9
3,922,5.2
15,1296,11.5
4,995,13.4
15,896,5.1
3,496,6.2
1,418,5.1
6,1410,9.6
9,307,6.8
6,967,9.0
3,1354,8.8
10,1433,12.3
5,906,5.5
1,512,7.0
1,1739,14.7
0,211,5.7
5,350,5.9
7,302,5.4
12,508,6.0
6,1253,10.7
2,777,12.4
13,1064,9.5
5,1380,12.7
0,486,5.2
19,2095,12.0
1,546,5.0
0,954,14.1
19,1260,9.7
6,627,8.1
4,1197,8.8
4,1006,5.4
11,1454,14.0
6,532,5.6
1,1253,8.0
3,550,9.4
0,565,5.1
14,815,7.6
18,799,8.3
1,641,8.9
0,1001,6.6
12,1213,6.8
12,572,8.6
4,621,6.0
16,2057,11.7
0,296,14.6
0,2991,14.5
13,1743,9.7
2,603,10.0
14,2241,11.2
1,912,6.7
1,623,9.7
1,531,5.6
9,1183,6.0
1,842,8.8
13,986,9.6
11,264,6.1
2,579,6.6
15,1996,11.3
2,1987,13.7
16,1313,11.2
5,1146,14.1
11,1146,9.4
4,1345,14.2
0,1054,11.6
6,1138,6.1
18,1419,8.6
4,2363,13.0
7,1640,14.4
0,1354,14.4
13,1470,10.9
2,2379,13.0
1,916,8.3
0,205,12.9
1,1311,12.6
5,1586,13.7
1,764,5.5
8,1109,8.8
4,2060,14.0
3,837,6.9
9,2360,11.5
16,792,5.2
2,623,9.2
3,1108,11.1
4,768,14.2
0,1167,9.3
1,266,8.7
0,681,6.3
3,1401,13.7
5,1510,11.8
4,845,9.7
5,433,5.5
10,660,6.2
3,764,9.6
8,864,13.0
1,598,10.1
21,2874,14.1
4,1305,6.4
11,1944,12.2
0,887,8.8
14,2031,13.6
14,1581,11.1
4,1278,7.2
6,1309,13.3
0,1210,12.1
17,2093,11.9
9,1302,11.0
1,684,8.0
2,407,11.5
8,1233,9.0
13,2303,11.8
5,1032,7.3
7,875,5.9
4,1418,11.1
2,343,7.0
1,2178,12.4
1,856,6.2
10,2711,14.8
3,1831,10.3
2,463,13.3
14,1291,9.7
0,699,10.0
5,1322,13.0
1,1082,11.1
0,577,12.1
5,978,5.7
1,228,7.4
14,1740,9.1
5,2718,15.0
11,498,5.4
17,1026,8.5
6,1195,14.7
3,1082,11.5
4,1730,11.6
11,1260,12.5
3,1187,11.3
0,921,5.2
13,2714,14.6
3,1228,11.3
12,751,7.2
5,1428,9.9
12,2963,14.9
0,415,8.0
9,2404,13.4
6,772,8.7
3,2644,14.9
1,478,12.5
13,2153,10.2
7,1358,14.7
2,894,6.8
10,1467,8.0
20,1429,9.4
7,1079,10.9
4,781,12.2
0,1381,9.6
4,290,5.0
7,1295,12.7
16,2873,12.9
10,1109,10.5
11,726,7.0
20,1517,11.3
9,960,9.9
0,313,12.3
14,1535,10.3
13,1509,10.1
0,1301,11.5
14,1275,9.1
4,1109,6.6
0,971,6.5
1,378,6.0
0,1233,13.2
7,428,6.5
1,819,6.1
9,785,6.8
12,2312,12.8
17,720,5.4
7,1253,6.8
1,488,13.5
5,1466,11.6
13,1918,14.7
4,557,8.8
5,1458,14.9
4,1573,13.7
0,1054,6.8
0,349,8.5
4,1925,14.1
4,2205,10.8
4,1518,9.3
8,2130,14.2
3,1464,12.0
8,2608,12.8
6,881,5.1
0,857,14.0
5,2229,13.0
0,367,13.3
11,1068,9.2
7,1358,11.3
3,324,5.5
0,1073,7.9
0,1183,14.8
4,2489,14.4
1,513,8.6
10,2289,14.7
0,576,5.2
3,1174,9.8
7,1416,11.9
1,359,5.9
1,1588,11.4
12,1105,11.6
7,832,14.0
1,800,5.2
1,634,9.1
0,585,7.5
10,1230,7.0
15,2296,12.5
7,498,5.7
13,1591,11.1
1,1060,11.9
8,2249,12.1
0,2227,14.2
0,676,6.4
5,1122,13.3
4,1202,9.7
8,1644,13.8
6,787,5.7
4,1565,14.7
15,1842,12.7
5,902,9.1
0,1011,10.1
11,468,6.4
16,1535,10.4
1,148,6.9
3,1804,12.5
6,1132,8.4
2,309,6.7
6,1039,8.3
19,3044,15.0
3,484,11.5
8,1629,11.7
4,2555,14.2
4,1905,9.6
6,986,6.3
21,2728,14.3
9,1796,11.2
9,318,5.3
12,2029,13.5
0,263,9.4
4,2294,12.5
0,515,5.3
3,1096,9.5
4,810,7.3
18,2161,13.5
2,213,5.1
18,1006,9.3
7,548,8.3
1,1406,14.4
4,500,7.9
2,1119,14.0
13,569,5.7
0,577,5.8
1,1574,14.0
0,663,11.2
0,977,13.0
1,1427,9.2
1,494,13.9
6,1085,11.1
0,667,8.6
7,1070,9.9
6,2743,14.4
3,1138,8.5
3,859,7.2
12,205,5.1
7,2450,13.9
0,536,13.3
2,1378,12.3
3,940,10.0
9,478,5.9
1,261,5.6
13,1440,10.1
4,1666,11.5
3,1012,7.5
1,701,12.5
14,2157,13.1
5,1608,12.4
1,2082,12.1
1,1109,6.7
1,2049,12.4
10,1535,10.8
9,1520,12.9
5,798,9.0
14,2315,13.1
6,973,5.0
6,924,5.5
0,660,12.7
15,940,7.7
1,2802,14.5
1,2093,15.0
3,1426,8.4
8,1209,6.8
4,1757,14.9
0,1378,13.9
11,1950,12.2
3,748,10.2
9,1967,12.0
17,1194,6.1
3,1300,9.7
1,422,12.9
3,976,9.1
2,1119,8.3
12,1813,11.6
7,610,6.0
3,172,6.1
0,249,11.5
0,991,10.8
2,1958,11.8
7,989,13.6
0,861,5.3
5,1572,11.8
5,1020,7.1
12,2581,13.8
3,2335,13.4
8,1913,14.6
11,1422,11.8
0,283,5.1
2,715,13.8
1,498,8.1
5,278,7.0
10,599,7.7
0,406,9.3
0,872,9.2
1,974,8.1
10,596,8.6
1,791,12.2
3,283,5.4
2,443,6.1
14,1086,6.0
9,1183,9.2
2,969,14.5
7,632,9.0
14,1050,8.4
8,712,6.9
5,744,10.7
1,1019,7.5
0,2809,13.4
3,820,5.6
2,623,14.8
3,1313,10.4
9,600,6.9
0,421,10.4
0,572,10.0
1,1282,8.9
1,2054,14.9
12,2631,12.6
15,913,5.2
14,2871,14.4
10,902,11.9
10,823,6.2
9,880,8.3
10,1253,10.4
5,1371,10.0
15,1280,10.5
0,1003,5.1
10,1619,8.7
5,834,10.1
13,1470,12.4
14,1115,8.8
1,910,10.5
10,947,7.9
1,1080,12.1
2,1019,6.4
4,1493,11.1
1,1948,13.6
8,1439,13.8
24,2825,14.5
0,806,10.3
1,698,14.4
3,1780,12.4
15,1912,11.7
7,872,6.6
6,1223,9.3
1,667,7.4
22,1031,8.5
12,1927,11.2
12,1084,5.6
20,1171,8.9
8,1984,10.4
7,1963,9.6
2,1259,14.4
4,1109,6.8
3,324,9.4
11,324,5.8
9,1670,12.8
10,1287,9.8
15,1373,9.6
4,797,6.7
8,2784,14.2
0,997,6.6
11,2112,12.1
16,442,6.7
0,436,11.6
18,1444,6.9
0,1173,10.1
4,833,12.2
16,1217,9.8
18,571,6.7
0,963,7.6
1,254,5.1
1,1392,11.1
17,1272,10.2
1,1307,14.8
11,1300,7.8
2,1347,10.1
1,1360,11.0
7,932,12.5
13,1680,13.1
0,1857,10.9
3,972,7.3
3,1764,10.5
7,1368,10.7
10,1235,6.3
7,616,8.7
1,266,5.4
13,674,5.9
1,618,9.7
3,907,12.1
3,2189,11.9
8,1395,13.9
3,499,6.0
0,446,9.8
2,1923,11.9
10,1322,11.4
4,1339,8.9
6,595,6.7
3,1219,9.6
2,1108,9.2
19,940,5.6
10,1916,13.7
9,1099,12.7
0,1114,13.9
14,1648,8.3
0,761,12.6
8,2440,13.8
5,870,13.8
3,1537,13.2
1,602,9.9
9,1606,8.0
1,956,11.2
4,2245,11.4
5,1049,14.0
11,1962,11.9
2,543,7.5
8,1791,14.1
4,641,9.0
19,1208,6.7
0,1387,11.9
2,1059,6.8
7,344,6.3
15,1318,8.0
0,316,7.2
17,2178,12.6
3,2398,14.7
8,837,5.6
11,1780,13.0
12,788,6.6
2,1803,9.8
11,1092,7.8
2,703,6.4
3,1564,11.0
1,882,10.0
2,1219,11.1
2,2400,14.6
4,974,8.2
5,1616,14.8
4,1221,10.0
5,702,12.1
7,1357,6.9
3,991,6.8
0,1459,14.5
0,944,6.9
0,263,13.0
2,1803,10.4
0,847,10.5
0,851,11.2
7,1463,13.5
3,1500,11.0
9,538,5.8
1,1274,13.0
6,1141,8.4
7,1042,5.9
0,3152,14.7
12,2197,14.0
7,2192,10.0
18,1615,8.9
8,1575,9.0
8,909,7.7
14,1835,9.2
1,1487,11.4
1,164,5.2
0,771,10.4
5,1422,9.4
0,1641,11.6
3,1324,12.3
5,636,7.5
5,857,5.0
2,1733,12.8
3,1600,11.1
8,2115,13.2
1,2052,12.8
4,2237,13.6
0,285,5.7
0,371,7.6
4,1110,14.2
4,1012,5.2
8,747,11.3
10,1886,11.0
5,482,8.0
0,361,7.7
4,957,8.7
13,734,7.1
8,1641,13.1
16,941,5.1
2,1275,11.0
7,1868,12.7
1,923,7.9
7,1013,9.3
0,1135,8.1
8,759,7.8
1,944,14.0
7,740,7.1
15,1344,10.7
7,1940,9.1
2,1431,9.4
1,546,13.8
13,1302,6.5
10,2363,11.8
10,683,6.6
2,1251,14.6
0,995,9.9
1,1346,7.6
1,1109,12.6
4,1019,6.7
5,934,9.7
16,1842,10.3
3,346,5.4
2,1981,12.8
6,1047,7.9
9,1758,11.8
1,332,6.9
1,872,10.3
19,1800,12.6
2,503,8.9
3,1288,13.6
21,1318,6.4
12,1315,10.0
1,536,11.0
1,234,6.4
10,1922,12.2
8,1734,13.1
0,663,8.0
18,1027,8.6
9,826,6.5
1,484,7.6
8,339,5.0
12,1153,10.1
8,2884,14.3
13,1214,6.2
0,179,8.1
3,1344,10.3
5,736,9.9
2,1299,9.7
0,811,7.2
7,422,5.3
6,1177,7.6
0,2049,13.1
13,1610,9.9
8,1044,8.5
14,2193,13.5
7,1062,7.7
1,2282,13.0
1,1078,12.6
2,887,5.0
8,1101,9.4
5,2177,14.1
7,558,8.2
7,1538,10.2
6,627,6.6
3,624,9.0
0,545,11.6
0,1381,9.9
3,1096,8.4
6,997,5.4
1,1146,7.3
7,628,5.7
2,395,8.1
13,2390,14.3
0,365,8.7
7,1020,12.3
0,1723,12.1
0,387,11.9
2,815,5.5
1,1238,10.4
18,2350,11.7
0,603,11.6
5,498,5.9
0,629,8.3
4,2530,13.9
3,1240,7.7
4,971,11.7
8,891,5.1
7,1282,7.7
12,2428,12.4
0,1177,8.4
4,1001,12.1
3,1264,9.8
5,1446,9.8
3,837,9.0
5,1102,12.5
3,3196,14.5
0,301,11.1
6,667,6.1
0,1001,15.0
11,1536,13.4
11,2608,12.5
7,853,10.3
10,1031,7.0
9,1965,13.0
0,219,9.9
8,1148,10.9
1,1523,12.2
5,776,12.6
2,448,11.5
0,955,5.5
1,607,8.9
9,946,6.9
0,1574,11.8
1,642,12.4
11,1992,14.9
0,1369,14.1
3,1284,9.0
8,1872,9.3
0,505,9.5
12,1092,12.2
14,2040,11.4
0,781,5.3
8,1869,12.1
12,1377,7.6
3,676,6.7
7,1400,13.5
3,908,12.1
2,369,7.1
1,970,13.0
17,333,6.0
12,2405,15.0
5,894,5.3
1,1062,14.1
4,2133,14.2
2,2071,10.3
2,859,12.2
18,1064,7.5
2,1668,13.2
5,1694,14.7
10,1857,13.6
0,669,6.6
0,141,8.9
0,421,7.2
0,1981,11.0
4,1435,8.9
0,2191,15.0
2,651,7.2
5,786,5.5
4,833,7.1
13,2534,13.5
15,682,5.7
3,1082,11.5
15,1420,8.3
15,1810,9.3
3,1684,8.5
1,1399,14.9
2,573,13.8
2,327,5.4
1,930,9.8
3,616,11.8
6,882,14.9
0,967,5.5
4,665,7.0
0,914,8.5
8,1113,6.1
1,950,13.6
0,1226,14.5
1,258,5.2
14,987,7.4
16,2692,14.1
14,3340,14.7
0,1251,15.0
0,526,10.0
4,1493,11.2
12,1813,11.2
0,506,6.2
3,1049,5.5
18,3009,14.1
1,1355,8.4
18,2359,12.2
5,742,5.8
0,437,11.7
1,607,13.2
9,670,7.6
3,1174,13.0
0,848,5.6
7,2066,13.9
12,1565,10.7
3,1698,13.2
3,1492,11.3
4,1677,9.1
3,697,7.7
17,1294,6.5
5,718,11.4
2,351,8.0
1,466,9.5
5,2430,13.8
13,1198,7.0
6,1190,10.5
3,534,8.1
14,1372,7.8
7,320,5.1
0,271,12.5
1,1297,14.0
2,858,7.3
3,2424,12.8
0,777,14.9
0,497,14.8
1,837,7.5
8,1734,12.0
5,630,7.4
1,644,8.5
4,2693,13.4
12,2245,12.0
9,829,5.4
2,2570,14.6
8,1009,8.5
0,1177,11.8
1,922,7.0
0,1093,10.6
11,732,9.2
6,1627,14.1
9,1570,7.7
7,1204,8.9
5,738,8.5
2,1143,13.8
11,1062,7.6
1,284,7.6
19,2981,14.9
7,854,7.2
4,865,14.9
11,1228,8.0
13,1154,8.3
12,1945,13.6
6,943,9.4
0,701,13.0
7,664,7.0
8,921,6.7
0,1013,10.5
14,1695,11.2
13,1550,9.0
7,958,6.9
0,617,10.2
12,2713,14.0
13,2198,14.7
0,551,11.9
0,531,8.0
8,1614,11.7
11,1236,8.6
3,1236,10.2
2,1067,9.7
3,960,5.6
0,238,10.7
3,680,7.7
7,1358,10.0
1,470,6.1
2,456,10.3
13,734,7.3
11,1452,7.4
2,831,12.1
6,2532,13.4
4,2113,11.8
13,1814,14.5
0,498,5.4
5,894,7.9
4,1020,6.5
4,855,7.7
5,1560,13.6
3,492,7.7
4,1061,6.1
5,564,9.6
15,1764,13.2
3,1117,7.7
1,1277,8.2
4,421,6.9
6,1190,10.9
10,249,5.3
6,1072,9.2
7,1045,6.6
18,2919,14.5
0,1186,8.8
0,827,7.9
16,1343,9.6
5,726,5.8
3,592,7.5
9,770,11.0
17,762,5.0
5,1982,14.0
19,1193,6.4
2,474,7.9
11,1917,14.2
5,576,7.7
0,581,8.7
8,849,5.5
1,542,7.3
3,1181,12.5
14,2892,14.1
0,265,6.9
10,2111,14.8
19,1112,9.1
2,1005,13.2
11,1212,6.2
3,1252,12.3
0,753,6.5
5,1248,9.0
0,232,5.0
7,2560,13.0
3,556,5.1
0,133,6.7
9,741,5.9
2,1407,10.5
2,1431,10.3
0,892,10.9
6,1015,7.2
4,656,8.2
6,292,5.0
9,682,7.4
12,1363,9.9
10,748,9.1
4,923,8.7
12,829,6.0
22,1173,5.9
19,1580,10.9
2,441,9.3
6,647,7.6
5,1590,9.7
7,1477,9.2
12,2113,11.0
1,457,9.9
1,1082,14.9
2,1134,11.6
9,1804,9.7
2,2648,13.2
8,1665,10.9
7,845,10.7
9,850,8.7
0,533,13.3
15,2619,14.7
18,1995,11.7
17,1536,9.1
4,365,9.3
7,251,6.2
3,2629,15.0
2,1188,9.2
2,1134,11.2
5,318,6.5
4,620,10.5
0,466,11.1
7,1700,12.4
1,1198,9.1
1,974,7.7
15,985,8.5
0,951,9.4
0,1385,12.6
4,359,5.1
1,1362,10.5
2,675,5.3
1,1381,13.8
11,1048,5.7
6,757,10.0
11,942,6.4
1,1098,13.2
11,1729,10.0
5,942,5.4
0,575,5.3
12,2125,12.3
17,2038,11.2
0,813,12.1
15,952,7.6
2,345,5.0
3,1684,14.1
10,2794,14.6
3,1291,9.5
7,1128,11.0
8,1241,8.9
7,674,6.0
6,415,7.0
0,381,5.9
3,349,5.1
7,611,9.6
13,1739,13.0
2,493,9.7
6,1537,12.7
0,507,14.6
3,552,12.1
0,1217,9.5
5,576,6.5
0,885,14.9
7,2388,14.0
22,1079,6.4
22,839,6.1
10,1439,9.1
18,787,5.9
13,1089,6.2
3,1924,11.6
0,245,10.4
17,1318,7.2
2,1163,10.8
9,2870,14.9
6,819,9.9
5,870,9.4
14,2106,12.1
0,820,7.0
18,1319,9.9
4,925,11.2
6,612,8.2
13,1649,12.9
10,578,5.9
4,665,6.0
3,906,9.9
4,707,9.6
4,1825,13.4
0,961,11.5
1,975,12.1
13,462,5.6
1,1026,10.5
2,549,9.8
21,982,5.6
0,1028,10.8
4,1790,13.9
4,2101,13.3
12,812,6.6
1,1164,13.0
0,725,10.4
5,1931,11.7
7,1528,10.9
6,1393,10.0
18,607,6.7
0,841,12.8
1,893,10.1
11,386,5.4
24,700,7.0
15,1160,9.1
0,2377,14.2
1,862,8.3
13,2102,11.7
0,451,10.7
6,1945,12.4
22,2948,15.0
16,1024,7.8
11,2409,13.8
8,1041,8.0
9,1330,12.2
1,791,14.0
2,2063,10.5
1,2334,11.7
3,732,13.4
3,844,9.0
3,1005,7.1
14,2729,12.6
16,1537,10.7
1,870,12.8
8,1449,10.2
2,783,7.6
1,922,11.3
1,302,5.1
2,738,10.4
4,1886,13.0
5,708,6.3
7,1008,7.6
14,202,5.2
4,1260,14.2
1,761,5.4
10,891,8.9
8,1458,8.8
13,201,5.3
12,1843,12.5
3,877,10.8
12,2285,13.4
11,1704,11.1
19,1385,9.5
3,1228,10.3
4,2035,12.7
8,1571,9.6
3,1194,14.2
6,835,5.3
1,1146,6.1
8,3137,14.8
7,1958,13.4
3,408,8.9
0,1905,12.6
5,734,6.4
3,554,5.4
4,2567,12.5
1,968,8.9
0,1001,13.1
2,1044,14.1
2,1242,14.9
0,1243,12.3
11,831,5.3
3,213,5.3
3,1009,13.1
16,1991,10.1
0,766,13.6
0,400,13.6
5,1546,12.0
11,1884,13.6
7,692,8.1
6,987,9.5
10,1259,7.0
0,809,9.7
5,589,7.9
9,1375,9.7
3,628,9.1
10,1099,7.7
15,1339,10.5
0,904,10.9
0,1085,14.8
7,2147,10.6
13,1748,12.5
5,1413,12.7
1,260,7.3
15,1556,10.8
5,1806,9.4
0,321,8.6
7,580,6.7
5,1881,14.5
2,1011,8.1
1,206,7.7
0,405,9.4
0,1729,8.3
0,836,11.2
10,1805,11.6
4,445,5.4
3,1084,10.9
9,1438,9.3
7,188,5.3
2,2026,12.0
19,1446,10.2
4,1240,14.4
0,717,11.3
0,697,6.8
5,1168,8.7
10,1307,11.4
10,1569,11.4
1,830,8.0
0,769,9.8
12,965,8.5
6,1348,14.1
14,2499,12.9
10,2104,12.3
13,1799,14.3
6,839,10.8
0,983,8.6
3,1204,12.9
14,815,6.9
9,571,5.8
0,853,8.5
7,530,8.3
6,1407,12.3
0,1379,13.6
3,1082,7.3
0,865,14.0
5,1362,11.6
9,1906,11.8
0,1745,11.3
9,510,5.5
11,2937,13.6
9,846,5.2
10,1677,9.5
10,379,5.9
10,956,6.4
1,1108,8.0
20,1533,8.9
9,1180,10.3
0,1023,8.4
6,1869,11.7
1,1492,14.6
8,2562,13.8
0,577,11.2
9,493,5.1
1,312,7.4
12,1416,10.5
5,1033,12.1
11,204,5.4
0,1021,10.1
12,2013,12.3
5,1896,12.9
2,1195,12.9
9,1165,7.7
4,2266,14.4
15,610,7.8
12,1021,5.2
11,1860,11.2
9,1165,10.3
9,1924,10.8
0,645,14.2
0,495,7.3
11,1464,9.3
4,1175,9.0
3,973,7.8
7,974,6.4
1,408,7.8
0,825,10.9
0,1312,6.7
7,1283,8.1
3,909,8.2
2,360,12.1
9,778,7.7
4,1824,10.5
12,2015,12.6
0,673,8.9
10,1089,11.7
3,2290,15.0
2,1371,8.2
9,1011,10.6
10,2015,14.4
12,1588,8.3
8,612,8.0
9,2985,14.5
0,451,7.2
6,1263,14.6
11,1624,10.4
5,636,8.5
3,411,5.9
17,1582,11.4
8,1545,10.9
3,876,14.3
13,434,5.4
6,1052,8.1
0,551,6.7
15,2964,14.4
23,1474,9.4
20,1764,10.5
7,204,5.6
6,1052,6.7
14,527,5.7
0,1075,13.4
21,1793,10.8
2,183,5.7
4,449,5.7
3,1180,13.9
2,348,5.5
6,1607,9.9
12,2513,14.4
0,1989,14.1
20,1385,9.9
11,1202,6.4
0,351,13.5
13,2636,14.6
4,1097,12.6
14,1307,9.9
11,570,6.6
6,1627,9.8
1,1838,12.9
2,851,12.9
0,624,10.1
7,206,5.9
1,953,9.7
7,2648,12.3
6,1346,8.3
0,993,12.1
15,2396,12.3
12,763,5.1
0,1051,8.5
0,952,9.7
5,1364,12.7
8,1230,11.2
1,578,11.9
0,974,12.5
6,799,8.3
1,983,10.9
7,1576,9.5
6,1487,11.7
0,1301,9.2
0,1101,6.8
1,260,9.3
5,1007,6.6
0,133,5.2
1,1997,14.4
0,729,5.3
0,643,12.9
15,1474,8.9
14,799,9.3
1,1157,7.2
14,981,8.1
2,747,9.5
0,880,14.0
4,1845,11.2
12,685,5.2
0,1336,12.1
4,665,5.3
12,2147,10.4
18,1384,10.3
0,1313,9.3
4,350,9.8
0,826,11.3
9,1578,9.6
15,1528,9.2
3,1024,5.4
15,1618,9.2
0,829,7.3
10,494,5.7
3,1314,12.7
5,1553,13.8
2,871,8.3
0,933,12.6
11,2388,15.0
18,1349,7.4
4,2205,14.1
1,872,8.2
5,876,9.5
0,671,6.5
5,776,6.3
20,1989,10.8
6,787,7.5
7,1490,9.3
6,835,7.8
2,1235,11.0
13,350,5.3
0,1191,10.9
6,1855,10.1
1,726,14.9
11,1452,10.4
5,1161,10.0
4,1559,14.7
3,716,14.7
3,212,5.1
3,1786,14.0
12,944,6.2
0,1072,7.5
7,1503,12.8
8,1257,8.6
4,860,7.1
13,945,9.0
7,1589,9.3
11,1704,14.7
0,1093,9.5
4,221,6.9
4,825,6.8
10,2271,13.7
4,1960,12.4
1,347,7.0
8,1465,12.9
3,769,6.4
0,1137,14.5
2,1383,15.0
1,938,7.8
5,966,14.7
0,290,14.1
3,830,10.2
0,1096,10.5
9,1302,11.4
5,906,8.2
0,1471,9.1
1,2510,14.2
7,2268,11.5
6,1379,15.0
2,1018,8.9
3,996,5.9
3,1549,10.1
6,1894,11.3
6,579,5.1
3,1610,7.9
9,1635,10.8
0,979,10.4
8,2907,14.1
15,1276,7.9
2,479,5.7
6,1495,14.2
2,1257,9.7
8,639,5.1
19,2520,12.0
19,860,7.2
12,1201,11.0
0,777,14.7
3,1225,14.7
1,1388,9.3
1,626,9.1
17,2394,11.5
3,1624,11.4
6,462,7.4
21,770,6.2
2,516,13.1
14,2293,13.3
0,1241,12.9
3,949,5.8
2,1554,14.7
0,729,7.7
0,1351,10.5
17,720,7.1
0,563,5.3
10,1607,10.1
1,1054,14.2
0,763,10.2
3,1084,6.2
18,2285,11.1
4,2512,13.9
1,1055,8.5
12,568,7.8
1,392,7.3
2,1608,9.1
6,583,6.1
6,887,8.7
5,1086,6.6
15,786,5.3
12,1573,11.9
2,1638,12.2
3,780,10.1
6,1141,8.8
0,1333,6.9
7,1032,13.1
1,278,6.4
0,1121,9.1
6,1024,11.2
0,2075,11.4
15,1720,10.1
10,515,5.0
3,1108,9.8
2,1344,11.9
2,1754,10.7
0,1066,10.5
0,1541,12.9
18,1819,9.8
4,960,13.2
0,691,7.0
3,1164,14.2
3,1584,9.2
0,2376,11.7
10,613,6.7
0,1079,12.7
13,2303,12.5
4,2111,14.8
1,1577,11.7
5,812,7.8
21,2069,12.5
0,761,9.2
0,1297,9.7
5,636,6.2
3,988,5.6
